,abstract,pmid,pubdate,title
363,"Alcohol use among adolescents in the United Kingdom (UK) remains relatively high compared to those in other European countries. The present study sought to examine both the direct and indirect effect of loneliness on drinking behavior. Participants were school children (mean age 13.5 years at Time 1) participating in a Randomized Controlled Trial in the UK, who completed a battery of questionnaires examining alcohol-use indicators, loneliness, self-efficacy and sensation seeking at Time 1 and at +12 months. Loneliness at Time 1 had a substantive, though largely indirect (i.e., via self-efficacy and sensation seeking covariates), impact on alcohol-related harm at +12 months. Furthermore, Loneliness interacted with gender in the prediction of context of alcohol use, where being female and experiencing loneliness put an individual at a greater risk of unsupervised drinking. Females experiencing loneliness were also 2.9 times as likely to have had a drink in the past 30 days, and around 2.5 times as likely to have ever consumed a full drink, when compared to their male peers. The current results indicate that loneliness is an important but complex factor in adolescent drinking. There are important implications for the development of interventions to prevent underage drinking, not least that it is not appropriate to consider all underage drinkers as socially marginalised. However, for those that are, the self-medication hypothesis is potentially relevant through emotional self-efficacy.",29450238,2017,The direct and indirect effect of loneliness on the development of adolescent alcohol use in the United Kingdom.
364,"Background
Fitness exercise is popular and associated with improved health and social status. Taken to extremes, however, exercise can become an addiction. One suggested symptom of exercise addiction is ""conflicts"" with family and friends. However, it may be difficult to recognize excessive exercise patterns if they are accepted and encouraged by relatives. The aim of this study was to explore if fitness exercisers with a high risk of addiction experienced the same level of exercise support as exercisers with a low risk of addiction. Furthermore, we wanted to examine if social support affected the subjective reporting of ""conflicts"".


Method
A total of 577 fitness exercisers completed the Exercise Addiction Inventory (EAI) and two questions asking about ""exercise support from family and friends"" and ""present eating disorder"".


Results
Exercisers at high risk of exercise addiction reported the same level of support from relatives as those at low risk. Exercisers with high levels of exercise support reported significantly fewer conflicts, even if they were at high risk of addiction. If an eating disorder was present, the level of exercise support was significantly reduced.


Conclusion
Exercise addiction might be difficult to identify with the general behavioral addiction symptom ""conflict"", since exercise is socially accepted even in subjects with high risk of exercise addiction. If an eating disorder is present, the exercise routines seem to be interpreted as socially undesirable. Screening for exercise addiction with the EAI should take into account that fitness exercisers rarely report conflicts, which could result in false negative cases.",29450243,2017,Is exercise addiction in fitness centers a socially accepted behavior?
365,"The UPPS-P model of impulsivity proposes that impulsivity comprises five distinct facets-negative urgency, positive urgency, lack of premeditation, lack of perseverance, and sensation seeking. The UPPS-P Impulsive Behavior Scale has been used to measure these facets. The purpose of the current study was to develop and evaluate the psychometric properties of a Swedish version of the 20-item UPPS-P Impulsive Behavior Scale (SUPPS-P). The sample comprised 343 Swedish young adults (Mage = 24.21, SD = 2.01; 27% men, 2% other or undisclosed gender identity) who answered a questionnaire including the SUPPS-P; Depression, Anxiety, and Stress Scale (DASS-21); and questions regarding their alcohol consumption and substance use. Confirmatory factor analysis supported a 5-factor, inter-correlated model, where each subscale of the SUPPS-P constitutes one latent variable. The convergent validity was established by replicating previously found correlations between the different impulsivity facets and depression, anxiety, frequency of alcohol consumption, and substance use. The internal consistency was acceptable for all the SUPPS-P subscales (Cronbach's α = 0.65-0.78, McDonald's ω = 0.65-0.79), except lack of perseverance (Cronbach's α = 0.60, McDonald's ω = 0.61). Thus, while the Swedish version of the SUPPS-P is suitable for assessing impulsivity in Swedish young adult samples, further research is needed to improve the psychometric properties of the lack of perseverance subscale.",29450246,2017,Validation of a Swedish version of the short UPPS-P impulsive behavior scale among young adults.
366,"Introduction
Few studies have estimated screen time among Arab adolescents, and no studies, to date, have published data on addiction to video games or Internet games among Arab adolescents. This study aimed to assess the prevalence of addiction to video games and its correlation with mental health in a sample of expatriate high school students from the Al-Qassim region of Saudi Arabia.


Methods
The survey was conducted in 2016 among 276 students enrolled in ninth through twelfth grades in the International Schools in Buraidah, Al-Qassim. Students who returned signed consent forms from their parents filled out a self-administered questionnaire that included validated scales on addiction to video games, general health, and lifestyle.


Results
The proportion between the sexes and the schools were roughly equal. Around 32% were overweight or obese, 75% had screen time ≥ 2 h/day, and 20% slept < 5 h/night. Sixteen per cent (16%) were addicted to video games and 54% had psychological distress. Addiction to video games was strongly associated with psychological distress (OR = 4.1, 95% CI = 1.80, 9.47). Other significant correlates were female gender, higher screen time, and shorter sleep hours.


Conclusions
The proportion of students with psychological distress was high. Future studies should investigate other potential correlates of distress such personal traits, family relations, and academic performance.",29450245,2017,Video game addiction and psychological distress among expatriate adolescents in Saudi Arabia.
367,"Introduction
Change talk (CT) and sustain talk (ST) are thought to reflect underlying motivation and be important mechanisms of behavior change (MOBCs). However, greater specificity and experimental rigor is needed to establish CT and ST as MOBCs. Testing the effects of self-directed language under laboratory conditions is one promising avenue. The current study presents a replication and extension of research examining the feasibility for using simulation tasks to elicit self-directed language.


Methods
First-year college students (N = 92) responded to the Collegiate Simulated Intoxication Digital Elicitation, a validated task for assessing decision-making in college drinking. Verbal responses elicited via free-response and structured interview formats were coded based on established definitions of CT and ST, with minor modifications to reflect the non-treatment context. Associations between self-directed language and alcohol use at baseline and eight months were examined. Additionally, this study examined whether a contextually-based measure of decision-making, behavioral willingness, mediated relationships between self-directed language and alcohol outcome.


Results
Healthy talk and unhealthy talk independently were associated with baseline alcohol use across both elicitation formats. Only healthy talk during the free-response elicitation was associated with alcohol use at follow up; both healthy talk and unhealthy talk during the interview elicitation were associated with 8-month alcohol use. Behavioral willingness significantly mediated the relationship between percent healthy talk and alcohol outcome.


Conclusions
Findings support the utility of studying self-directed language under laboratory conditions and suggest that such methods may provide a fruitful strategy to further understand the role of self-directed language as a MOBC.",29450249,2018,Towards an understanding of self-directed language as a mechanism of behavior change: A novel strategy for eliciting client language under laboratory conditions.
368,"Objective
To investigate the association of alcohol and cocaine use with urban violence (both as victim and as perpetrator) in a representative sample of the Brazilian population.


Method
The Second Brazilian Alcohol and Drugs Survey (II BNADS) interviewed 4607 individuals aged 14 years and older from the Brazilian household population including an oversample of 1157 adolescents (14 to 18 years old). The survey gathered information on alcohol, tobacco and illegal substances use as well as on risk factors for abuse and dependence, behaviors associated with the use of substances and the possible consequences, as urban violence indicators.


Results
Approximately 9.3% of the Brazilian population has been victim of at least one form of urban violence. This proportion increases to 19.7% among cocaine users and to 18.1% among individuals with alcohol use disorders (AUD). Perpetration of violence was reported by 6.2% of the sample. Cocaine use and AUD increased in almost four times the chances of being an aggressor. Being religious and married decreased the chances of being a victim and/or perpetrador of urban violence. Higher education also decreased the chances of involvement in both victimization or perpetration of violence. Both Parallel Mediation Models considering cocaine use as a predictor of urban violence (victimization or perpetration) were valid and alcohol consumption and depressive symptoms were mediators of this relationship.


Conclusions
This study presents relevant data of interest to Brazil as this country is one of the major consumer market of cocaine and also is among the most violent countries worldwide.",29450250,2018,Association between drug use and urban violence: Data from the II Brazilian National Alcohol and Drugs Survey (BNADS).
369,"Introduction
The expansion of methadone maintenance treatment (MMT) program requires more data about the factors affecting the effectiveness of treatment, especially behavioral data such as smoking and alcohol use among patients. This study aimed to examine the prevalence of tobacco and alcohol consumption and identify related factors among MMT patients in the Vietnamese rural mountainside.


Methods
We interviewed 241 MMT patients in two clinics in Tuyen Quang, a mountainous province in Vietnam. Patients were asked to report the smoking status (current smoker or not), nicotine dependence (by Fagerström test for nicotine dependence - FTND) and alcohol use (by using the Alcohol Use Disorders Identification Test - AUDIT-C). EuroQol-5 dimensions-5 levels (EQ-5D-5L) and EQ-Visual analogue scale (EQ-VAS) were employed to measure health-related quality of life. Multivariate logistic and Tobit regressions were used to identify the associated factors.


Results
The majority of respondents were current smokers (75.7%) and a low proportion were hazardous drinkers (18.3%). People receiving treatment in a rural clinic (OR = 0.45; 95%CI = 0.22-0.92) and had problems in usual activities (OR = 0.20; 95%CI = 0.06-0.70) were less likely to be smokers. Q-VAS score (Coef. = 0.03; 95%CI = 0.02-0.05) and having problems in mobility (Coef. = 0.72; 95%CI = 0.03-1.42) was found to be associated with the increase of nicotine dependence. In terms of alcohol drinking, people with other jobs were more likely to drink hazardously compared to unemployed patients (OR = 2.86; 95%CI = 1.20-6.82). Similarly, patients having higher duration of MMT had higher likelihood of being hazardous drinkers (OR = 1.07; 95%CI = 1.01-1.13).


Conclusions
This study highlights the low rate of alcohol abusers but a considerably high proportion of current smokers among MMT patients in the rural mountainside area. Alcohol and tobacco counseling programs combined with social and family support also play an essential role in alcohol and tobacco control. In addition, implementing mass community-based behavioral change campaigns to reduce drug addiction-related stigmatization should also be prioritized.",29450252,2018,Alcohol and tobacco use among methadone maintenance patients in Vietnamese rural mountainside areas.
370,"Introduction
The proliferation of electronic devices, such as vape-pens, has provided alternative means for cannabis use. Research has found cannabis-vaping (i.e., vape-pen use) is associated with lower perceived risks and higher cannabis use. Knowledge of these products may increase likelihood of subsequent use. As policies for cannabis shift, beliefs that peers and family approve of this substance use (injunctive norms) increase and there has been an increase in vape-pen use among young adults (18-35 year olds); however, correlates thereof remain unknown. Young adults often engage in cross-substance use with cannabis and alcohol, making alcohol a potential correlate of cannabis vape-pen use and knowledge. Therefore, we examined alcohol use and other potential correlates of vape-pen use and knowledge among a sample of university students.


Methods
This secondary data analysis utilized surveys at multiple colleges in the U.S. (N = 270). Alcohol use, social anxiety, cannabis expectancies, injunctive and descriptive norms and facets of impulsivity were examined as correlates of vape-pen use and knowledge using bivariate correlations and logistic regressions.


Results
Alcohol use was correlated with cannabis vape-pen use and knowledge. Frequency of cannabis use, peer injunctive norms, and positive expectancies were associated with increased likelihood of vape-pen use. Lack of premeditation, a facet of impulsivity, was associated with cannabis vape-pen knowledge.


Conclusions
Given the unknown nature and consequences of cannabis vape-pens, the present findings offer valuable information on correlates of this behavior. Further, correlates of knowledge of vape-pens may point to areas for education and clinical intervention to prevent heavy cannabis vape-pen use.",29450254,2018,Correlates of cannabis vape-pen use and knowledge among U.S. college students.
371,"Relapse to smoking after initial abstinence is a major clinical challenge with significant public health consequences. At the brain and behavioral level, those who relapse to tobacco smoking have both greater cue-reactivity and lower inhibitory control than those who remain abstinent. Little is known about neural activation during inhibitory control tasks in the presence of drug-related cues. In the current study, tobacco smokers (SMK; n = 22) and non-smoking controls (CON; n = 19) completed a Go/NoGo task involving smoking cues during a functional magnetic resonance imaging (fMRI) scan. Following the scan session, smokers were required to quit smoking, and maintenance of abstinence was evaluated as part of a 12-week smoking cessation trial. We evaluated pre-cessation brain activity during NoGo trials in smokers who were versus were not able to quit smoking. We then compared fMRI and inhibitory control measures between smokers and non-smokers. We did not find differences between SMK and CON in performance or activation to smoking or neutral cues. However, compared to SMK who relapsed, SMK who attained biochemically-validated abstinence at the end of the smoking cessation trial had greater neural activation in the anterior insula during NoGo trials specifically with smoking-related cues. Results indicate that within SMK, decreased inhibitory control activation during direct exposure to drug-related stimuli may be a marker of difficulty quitting and relapse vulnerability.",29450255,2018,Anterior insula activation during inhibition to smoking cues is associated with ability to maintain tobacco abstinence.
372,"Those who binge drink are at increased risk for alcohol-related consequences when compared to non-binge drinkers. Research shows individuals may face barriers to reducing their drinking behavior, but few measures exist to assess these barriers. This study created and validated the Barriers to Alcohol Reduction (BAR) scale. Participants were college students (n = 230) who endorsed at least one instance of past-month binge drinking (4+ drinks for women or 5+ drinks for men). Using classical test theory, exploratory structural equation modeling found a two-factor structure of personal/psychosocial barriers and perceived program barriers. The sub-factors, and full scale had reasonable internal consistency (i.e., coefficient omega = 0.78 (personal/psychosocial), 0.82 (program barriers), and 0.83 (full measure)). The BAR also showed evidence for convergent validity with the Brief Young Adult Alcohol Consequences Questionnaire (r = 0.39, p < .001) and discriminant validity with Barriers to Physical Activity (r = -0.02, p = .81). Item Response Theory (IRT) analysis showed the two factors separately met the unidimensionality assumption, and provided further evidence for severity of the items on the two factors. Results suggest that the BAR measure appears reliable and valid for use in an undergraduate student population of binge drinkers. Future studies may want to re-examine this measure in a more diverse sample.",29450256,2018,Creation and validation of the barriers to alcohol reduction (BAR) scale using classical test theory and item response theory.
373,"Background and Purpose: Corneal injury can result in dysfunction of corneal nociceptive signaling and corneal sensitization. Activation of the endocannabinoid system has been reported to be analgesic and anti-inflammatory. The purpose of this research was to investigate the antinociceptive and anti-inflammatory effects of cannabinoids with reported actions at cannabinoid 1 (CB1R) and cannabinoid 2 (CB2R) receptors and/or noncannabinoid receptors in an experimental model of corneal hyperalgesia. Methods: Corneal hyperalgesia (increased pain response) was generated using chemical cauterization of the corneal epithelium in wild-type (WT) and CB2R knockout (CB2R-/-) mice. Cauterized eyes were treated topically with the phytocannabinoids Δ8-tetrahydrocannabinol (Δ8THC) or cannabidiol (CBD), or the CBD derivative HU-308, in the presence or absence of the CB1R antagonist AM251 (2.0 mg/kg i.p.), or the 5-HT1A receptor antagonist WAY100635 (1 mg/kg i.p.). Behavioral pain responses to a topical capsaicin challenge at 6 h postinjury were quantified from video recordings. Mice were euthanized at 6 and 12 h postcorneal injury for immunohistochemical analysis to quantify corneal neutrophil infiltration. Results: Corneal cauterization resulted in hyperalgesia to capsaicin at 6 h postinjury compared to sham control eyes. Neutrophil infiltration, indicative of inflammation, was apparent at 6 and 12 h postinjury in WT mice. Application of Δ8THC, CBD, and HU-308 reduced the pain score and neutrophil infiltration in WT mice. The antinociceptive and anti-inflammatory actions of Δ8THC, but not CBD, were blocked by the CB1R antagonist AM251, but were still apparent, for both cannabinoids, in CB2R-/- mice. However, the antinociceptive and anti-inflammatory actions of HU-308 were absent in the CB2R-/- mice. The antinociceptive and anti-inflammatory effects of CBD were blocked by the 5-HT1A antagonist WAY100635. Conclusion: Topical cannabinoids reduce corneal hyperalgesia and inflammation. The antinociceptive and anti-inflammatory effects of Δ8THC are mediated primarily via CB1R, whereas that of the cannabinoids CBD and HU-308, involve activation of 5-HT1A receptors and CB2Rs, respectively. Cannabinoids could be a novel clinical therapy for corneal pain and inflammation resulting from ocular surface injury.",29450258,2018,"The Cannabinoids Δ8THC, CBD, and HU-308 Act via Distinct Receptors to Reduce Corneal Pain and Inflammation."
374,"Cardiac arrests are often preceded by a period of physiological deterioration. Preventing potentially avoidable cardiac arrests therefore depends on reliable recognition of, and response to, those deteriorations. Our hospital's acute medical unit had one of the highest rates of cardiac arrest in our organisation at baseline. The aim was to reduce our unit's cardiac arrest rate by over 50%. Pareto chart analysis identified unreliable processes in the recognition and response to deteriorating patients. Process mapping exercises were performed, then the model for improvement and rapid cycle tests of change were used to develop standardised processes for clinical observations, recognising deteriorating patients and responding to hypoxia. Multidisciplinary learning from what went well, incorporating resilience engineering principles, helped to identify good practice and then test ways of making good practice happen more reliably. Learning from success also addressed some of the psychological barriers to change by encouraging pride in work and a positive focus within our unit. The cardiac arrest rate reduced from 4.3/1000 (October 2014 to February 2016) to 1.1/1000 (March 2016 to end of 2016), associated with improved reliability of the following process measures: reliability of clinical observations, documentation of target oxygen saturations, identification of hypoxia and completion of structured response to hypoxia. This study is an example of a multidisciplinary team engaging in quality improvement, identifying their own local problems and testing their solutions scientifically. Learning from what went well had a positive impact on the project, and the team plans to spread the successful interventions across the organisation.",29450266,2017,Collaborative approach to reducing cardiac arrests in an acute medical unit.
375,"The Psychological Support Unit (PSU) performance in Saudi Red Crescent Authority (SRCA) showed that only a small number of case referred seeking psychological advice and management from PSU among all SRCA employees. However, research shows that between 28% and 52% of emergency medical services (EMS) providers usually seek psychological help in various EMS cultures, where 86% of them usually suffer from critical stress. Thus, we decided to design a quality improvement project that aims to improve the referral process by increasing cases referred to the PSU at SRCA in Riyadh Region by 75% in 2 months. A multidisciplinary team has been formed to analyse the problem using quality tools including, brainstorming, fishbone diagram and flow chart of the PSU processes. Several possible reasons have been identified, such as lack of awareness among the SRCA's employees about PSU and its services, and the concern about privacy and confidentiality during psychological consultations in the PSU, in addition to the long referring process to PSU. The team decided to test the following change ideas: increasing the awareness of employees about the PSU services, improving the privacy and confidentiality during the consultation using electronic channels, and finally re-engineering the referral process to make it lean and remove all the unnecessary steps. Several improvement interventions have been tested sequentially in three consecutive Plan-Do-Study-Act cycles on a weekly basis. The project findings demonstrated that the first change idea was successful but not reaching the target while the second change had led to huge impact exceeding our target but with short effect. On the other hand, although the third change idea of re-engineering the PSU referral process had led to negative result initially, over the following weeks of measurement the results turned to be positive and meeting our expectations. We concluded that re-engineering referral process is most effective improvement intervention among other change ideas in term of magnitude and sustainability of the effect on increasing the number of referral cases to the PSU. We recommend conducting further testing and measuring of these change ideas in other PSU across the SRCA to understand the diffident context in other regions of SRCA.",29450278,2017,Improving referral to psychological support unit at Saudi Red Crescent Authority in Riyadh Region.
376,"The extracellular matrix (ECM) is responsible for many of the cell behavior processes, including cell proliferation and growth, survival, change in cell shape, migration, and differentiation. The most important component of the ECM is heparan sulfate (HS), because it insures the storage of many cell communication proteins, necessary for the continuous and identical renewal of cells and thus for tissue regeneration. Regenerating agents (RGTA®) are bioengineered structural analogues of heparan sulfate glycosaminoglycans that replace the degraded endogenous HS of the ECM. In the ophthalmological field, RGTA® represents an innovative approach for the improvement of the ocular surface wound healing and matrix remodeling and plays a role in controlling and regulating the wound healing process in various ocular diseases.",29450364,2017,Matrix regenerative therapy.
377,"Nowadays, we live in a world in which we are daily bombed by hundreds of advertisements. Specialists have to discover other channels or embed attractive elements in the advertisements' messages to cut through the clutter and catch the consumers' attention. The evolution of the concept of service has changed from the commercial status to determining a lifestyle. Buying a service has led to a change in the consumer behavior. Consumers want to buy services that dazzle their senses, touch their hearts, and stimulate their minds, not as before, excellent or satisfying. Ophthalmology is the medical specialty that is the most oriented toward outpatient care, as hospitalization is required only in a small percentage of cases. The objective of this case study was to investigate the perception of Romanian adult consumers on ophthalmology services from an experiential marketing perspective, by using the Focus Group method. Ophthalmology requires a wide range of skills due to the diversity of consumers who demand specialized consultations. Experiential marketing is a valuable strategy that ophthalmologic organizations may use to target specific consumers. The purpose of this case study was to identify the perceptions of Romanian adults on experiential marketing campaigns and determine the degree to which these campaigns influenced their decisions of buying an ophthalmologic service. Using a snowball sampling technique we have sent a filter questionnaire to 40 people on the internet. The filter questionnaire consisted of questions about wearing eyeglasses, the period of wearing them, the last ophthalmologic consultation, the type of ophthalmologic clinic they were going to, age and education. The respondents revealed there is almost no visibility on promoting services even if there is an upsurge of organizations offering this type of health service in the Romanian ophthalmology sector.",29450395,2017,Investigating the perception of Romanian adults on ophthalmology services from an experiential marketing perspective.
378,"This study evaluated medication adherence and health-related quality of life (HRQoL) of Slovenian patients with chronic obstructive pulmonary disease (COPD) and examined the factors associated with HRQoL. Demographic and therapy information was collected from 65 patients through interviews. The St. George's Respiratory Questionnaire and the Morisky Medication Adherence Scale were used to evaluate HRQoL and adherence, resp. A multiple linear regression model was used to assess the association between the factors and HRQoL. The mean St. George's Respiratory Questionnaire score (range 0-100, with higher scores indicating lower HRQoL) was 41.4. COPD affected patients' daily activities more than their social and psychological functioning. Slightly more than 53 % of the patients were optimally adherent, while 12 % were non-adherent. Patients with lower HRQoL had a larger number of medications for concomitant diseases, experienced COPD exacerbation in the last year, and had less education. No statistically significant correlation was found between medication adherence and HRQoL.",29453914,2018,Medication adherence and health-related quality of life among patients with chronic obstructive pulmonary disease.
379,"OBJECTIVE
To explore the sexual and reproductive health (SRH) behaviors, health insurance coverage, and use of SRH services of women in the United States (U.S.) by nativity, disaggregated by race and ethnicity.


STUDY DESIGN
We analyzed publicly-available and restricted data from the National Survey of Family Growth to assess differences and similarities between foreign-born and U.S.-born women, both overall and within Hispanic, non-Hispanic (NH) white, NH black, and NH Asian groups.


RESULTS
A larger proportion of foreign-born women than U.S.-born women lacked health insurance coverage. Foreign-born women utilized SRH services at lower rates than U.S.-born women; this effect diminished at the multivariate level, although race and ethnicity differences remained. Overall, foreign-born women were less likely to pay for SRH services with private insurance than U.S.-born women. Foreign-born women were less likely to use the most effective contraceptive methods than U.S.-born women, with some variation across race and ethnicity: NH white and NH black foreign-born women were less likely to use highly effective contraceptive methods than their U.S.-born counterparts, but among Hispanic women, the reverse was true.


CONCLUSION
Our findings demonstrate that the SRH behaviors, needs, and outcomes of foreign-born women differ from those of U.S-born women within the same race/ethnic group.


IMPLICATIONS
This paper contributes to the emergent literature on immigrants in the United States by laying the foundation for further research on the SRH of the foreign-born population in the country, which is critical for developing public health policies and programs to understand better and serve this growing and diverse population.",29453946,2018,The sexual and reproductive health of foreign-born women in the United States.
380,"In E. coli chemosensory arrays, transmembrane receptors, a histidine autokinase CheA, and a scaffolding protein CheW interact to form an extended hexagonal lattice of signaling complexes. One interaction, previously assigned a crucial signaling role, occurs between chemoreceptors and the CheW-binding P5 domain of CheA. Structural studies showed a receptor helix fitting into a hydrophobic cleft at the boundary between P5 subdomains. Our work aimed to elucidate the in vivo roles of the receptor-P5 interface, employing as a model the interaction between E. coli CheA and Tsr, the serine chemoreceptor. Crosslinking assays confirmed P5 and Tsr contacts in vivo and their strict dependence on CheW. Moreover, the P5 domain only mediated CheA recruitment to polar receptor clusters if CheW was also present. Amino acid replacements at CheA.P5 cleft residues reduced CheA kinase activity, lowered serine response cooperativity and partially impaired chemotaxis. Pseudoreversion studies identified suppressors of P5 cleft defects at other P5 groove residues or at surface-exposed residues in P5 subdomain 1, which interacts with CheW in signaling complexes. Our results indicate that a high-affinity P5-receptor binding interaction is not essential for core complex function. Rather, P5 groove residues are probably required for proper cleft structure and/or dynamic behavior, which likely impact conformational communication between P5 subdomains and the strong binding interaction with CheW that is necessary for kinase activation. We propose a model for signal transmission in chemotaxis signaling complexes in which the CheW-receptor interface plays the key role in conveying signaling-related conformational changes from receptors to the CheA kinase.",29453948,2018,Noncritical signaling role of a kinase-receptor interaction surface in the Escherichia coli chemosensory core complex.
381,"Schistosomiasis is a snail-transmitted infectious disease caused by a long lasting infection with a blood fluke of the genus Schistosoma. S. haematobium and S. mansoni are the species endemic in Egypt. The country has been plagued and seriously suffered from schistosomiasis over the past 5000 years. Great strides had been done in controlling the disease since 1922. The history, epidemiology and the different control approaches were reviewed. Currently, Egypt is preparing towards schistosomiasis elimination by 2020. The new strategy depends on four main axes; large scale treatment in all areas of residual transmission by targeting entire populations with PZQ, intensified snail control, heath education and behavioral changes and expansion of the complementary public health interventions. While on the road towards elimination, we addressed here the important challenges, lessons and the key issues from the different control strategies to help the achievement of our goal. Notably, frangibility of the drug based control, emergence of resistance against PZQ, persistence of some hot spots areas, the need of further control efforts to the high risk individuals and community involvement in the control programs, reconsideration of diagnostic tests used in surveillance, and continous monitoring of the field to detect changes in the snail intermediate host. Importantly, the adaptation between the parasite and its intermediate snail host throughout water bodies in Egypt merits attention as Schistosoma infection can be introduced to the new reclaimed areas. This review may help supplying information for the policy makers to tailor control measures suitable to the local context that could help in the transfer from control to elimination.",29453950,2018,Towards elimination of schistosomiasis after 5000 years of endemicity in Egypt.
382,"The concept of responsible sexual behavior is not clearly defined as it applies to adult women who have sex with men. Responsible sexual behavior is a socially desirable and deliberate pattern of behaviors used to promote sexual health, manage risk, and foster respect for sexual partners within the context of community influences. A purposeful redefinition may be necessary to maintain a concept that is useful and effective for evaluating sexual behavior.",29453953,2018,Concept Analysis of Responsible Sexual Behavior in Adult Women.
383,"Determination of intraguild interactions between entomopathogens and predators is important when attempting to use a combination of these two natural enemy groups for biological control of their shared arthropod pest species. This study assessed the effects of Beauveria bassiana on the predation and associated behavior of the predatory mite, Phytoseiulus persimilis, against Tetranychus urticae. The functional response tests showed that P. persimilis exhibited a Holling type II response on the spider mite, Tetranychus urticae, when treated with either a B. bassiana or Tween-80 suspension. There were no significant differences between the treatments in the number of T. urticae consumed. The laboratory choice test indicated that P. persimilis displayed a significant avoidance response to B. bassiana on bean leaves immediately following spray application. They also spent significantly longer time in self-grooming behavior on leaf disks sprayed with fungal conidia than on discs treated with Tween-80. There were no significant differences in the predation rates on T. urticae eggs between the different treatments. The potted plant investigations indicated that P. persimilis showed significant aversion behavior to the initial fungal spray, but gradually dispersed over the entire bean plants. Observations using scanning electron microscopy revealed that fungal conidia were attached to the body of P. persimilis after mounting the leaf disk treated with B. bassiana, which would account for its varied behavioral responses. Our study suggests that fungal spray did not affect the predation capability of P. persimilis and poses a negligible risk to their behavior.",29453965,2018,Effects of Beauveria bassiana on predation and behavior of the predatory mite Phytoseiulus persimilis.
384,"Para-methoxyamphetamine (PMA) is a synthetic drug chemically similar to the recreational drug 3,4-methylenedioxy-methamphetamine (MDMA or ""ecstasy"") and often replaces MDMA in tablets that show an ""ecstasy"" logo. PMA displays a higher toxic potential than MDMA, but the behavioral profile of PMA has been scarcely studied in animal models. Here we evaluated the effects of PMA (2, 4, 8, and 12 mg/kg, i.p.) on agonist encounters between male mice using an ethopharmacological approach, the isolation-induced aggression model. Likewise, since PMA and MDMA share common mechanisms of action, we compared the behavioral profile of PMA with that induced by MDMA (8 mg/kg, i.p.) which behavioral effects in this model are well characterized. Individually housed mice were exposed to anosmic standard opponents 30 min after drug administration. The encounters were videotaped and evaluated using an ethologically based analysis. PMA (all doses) significantly reduced offensive behaviors (threat and attack), however, a detailed behavioral analysis suggests that the observed antiaggressive effect seems to be unspecific, showing a complex dose-dependent behavioral profile. Thus, antiaggresive actions observed after the administration of the lowest dose were accompanied by increases in social investigation, avoidance/flee behaviors and non-social explorations, together with a reduction of digging behavior. This pattern reflects both approach-contact behaviors and avoidance-flee behaviors. From 4 mg/kg to 12 mg/kg, the increase in social investigation previously observed disappears, and there is a slight increase in immobility, together with a different behavioral pattern that suggests anxiogenic effects of PMA, similar to those reported after the administration of MDMA. The higher doses of PMA exhibit a behavioral profile very similar to that observed in animals treated with MDMA, with the exception of the immobility produced by PMA. These findings show for the first time the non-specific antiaggressive profile of PMA in the model of aggression induced by isolation in male mice.",29453997,2018,Effects of para-methoxyamphetamine (PMA) on agonistic encounters between male mice.
385,"Stress tasks performed during functional magnetic resonance imaging (fMRI) elicit a relatively small cortisol response compared to stress tasks completed in a traditional behavioral laboratory, which may be due to apprehension of fMRI that elicits an anticipatory stress response. The present study investigated whether anticipatory stress is greater prior to research completed in an MRI environment than in a traditional behavioral laboratory. Anticipatory stress (indexed by cortisol) was greater prior to testing in the MRI environment than traditional behavioral laboratory. Furthermore, anticipation of fMRI elicited a cortisol response commensurate with the response to the stress task in the behavioral laboratory. However, in the MRI environment, post-stress cortisol was significantly lower than baseline cortisol. Taken together, these findings suggest the stress elicited by anticipation of fMRI may lead to acute elevations in cortisol prior to scanning, which may in turn disrupt the cortisol response to stress tasks performed during scanning.",29454000,2018,Anticipatory stress associated with functional magnetic resonance imaging: Implications for psychosocial stress research.
386,"Night Eating Syndrome (NES), as a diagnosis, presents as a combination of disordered eating, sleep and mood. Patients identified as having both NES and obesity demonstrate poorer outcomes in terms of weight loss compared to those with NES only. However, research focusing on psychological factors associated with NES remains relatively underdeveloped. This study aimed to explore the relationship between NES and the experience of emotion from the perspective of patients accessing a weight management service. Ten adults who met diagnostic criteria for moderate or full NES took part in a semi-structured interview. Data were analysed using a constructivist approach to grounded theory. A core concept to emerge from the analysis was termed 'emotional hunger'; reflecting an urge or need to satiate a set of underlying unmet emotional needs. It was underpinned by the following interrelated themes: (1) Cultivating a dependency on food; (2) Relying on food to regulate emotions; (3) Understanding the significance of night-time; (4) Acknowledging the consequences of night eating. This study provides an in-depth understanding of the relationship between NES and the experience of emotion from the perspective of patients attending a weight management service. Results have potential to inform future service development, particularly around the adoption of a more holistic approach to night eating behaviours.",29454015,2018,"Why i eat at night: A qualitative exploration of the development, maintenance and consequences of Night Eating Syndrome."
