,abstract,pmid,pubdate,title
2838,"Based on cue reactivity theory, food cues embedded in media content can lead to physiological and psychological responses in children. Research suggests that unhealthy food cues are represented more extensively and interactively in children's media environments than healthy ones. However, it is not clear to this date whether children react differently to unhealthy compared to healthy food cues. In an experimental study with 56 children (55.4% girls; Mage = 8.00, SD = 1.58), we used eye-tracking to determine children's attention to unhealthy and healthy food cues embedded in a narrative cartoon movie. Besides varying the food type (i.e., healthy vs. unhealthy), we also manipulated the integration levels of food cues with characters (i.e., level of food integration; no interaction vs. handling vs. consumption), and we assessed children's individual susceptibility factors by measuring the impact of their hunger level. Our results indicated that unhealthy food cues attract children's visual attention to a larger extent than healthy cues. However, their initial visual interest did not differ between unhealthy and healthy food cues. Furthermore, an increase in the level of food integration led to an increase in visual attention. Our findings showed no moderating impact of hunger. We conclude that especially unhealthy food cues with an interactive connection trigger cue reactivity in children.",29410047,2018,A treat for the eyes. An eye-tracking study on children's attention to unhealthy and healthy food cues in media content.
2839,"The permeabilization of biological membranes by electric fields, known as electroporation, has been traditionally performed with square electric pulses. These signals distribute the energy applied to cells in a wide frequency band. This paper investigates the use of sine waves, which are narrow band signals, to provoke electropermeabilization and the frequency dependence of this phenomenon. Single bursts of sine waves at different frequencies in the range from 8 kHz-130 kHz were applied to cells in vitro. Electroporation was studied in the plasma membrane and the internal organelles membrane using calcium as a permeabilization marker. Additionally, a double-shell electrical model was simulated to give a theoretical framework to our results. The electroporation efficiency shows a low pass filter frequency dependence for both the plasma membrane and the internal organelles membrane. The mismatch between the theoretical response and the observed behavior for the internal organelles membrane is explained by a two-step permeabilization process: first the permeabilization of the external membrane and afterwards that of the internal membranes. The simulations in the model confirm this two-step hypothesis when a variable plasma membrane conductivity is considered in the analysis. This study demonstrates how the use of narrow-band signals as sine waves is a suitable method to perform electroporation in a controlled manner. We suggest that the use of this type of signals could bring a simplification in the investigations of the very complex phenomenon of electroporation, thus representing an interesting option in future fundamental studies.",29410049,2018,Sine wave electropermeabilization reveals the frequency-dependent response of the biological membranes.
2841,"In North America, more than 70 species of natural enemies are available for pest control, including the aphid predators, Adalia bipunctata L. (two-spotted lady beetle) and Hippodamia convergens Guérin-Méneville (convergent lady beetle), and the generalist predator Chrysoperla carnea Stephens (green lacewing). The two lady beetle species are known to host microsporidian pathogens: Nosema adaliae was originally described from Adalia bipunctata and Tubulinosema hippodamiae from H. convergens. Microsporidia are spore-forming pathogens that typically produce chronic, debilitating disease. Because the spores of both pathogens are transovarially transmitted through beetle eggs, the predation behavior of lacewing larvae provides an opportunity for the transmission of these pathogens when infected lady beetles and lacewings share the same local environment. In this study, uninfected and microsporidia-infected eggs from A. bipunctata and H. convergens were offered to C. carnea larvae. The development of larvae that consumed N. adaliae-infected eggs was not affected, but larval development was prolonged by almost 3 days for those that consumed two or more T. hippodamiae-infected eggs. Prolonged larval development is considered to be costly because larvae remain vulnerable to cannibalization by sibling larvae or other predators. Longevity did not differ significantly between sexes of C. carnea, and the sex ratio of newly eclosed adults did not differ from the previously reported sex ratio of 1♂: 1♀. Upon examination by light microscopy at the end of the trial, two C. carnea larvae were infected with N. adaliae and none were infected with T. hippodamiae, suggesting that T. hippodamiae influenced lacewing larval development without establishing an infection.",29410054,2018,"The influence of microsporidian pathogens from commercially available lady beetles on larval development of the green lacewing, Chrysoperla carnea, in the absence of infection."
2846,"BACKGROUND
Cell surface mechanics is able to physically and biomechanically affect cell shape and motility, vesicle trafficking and actin dynamics. The biophysical properties of cell surface are strongly influenced by cytoskeletal elements. In mammals, tissue-specific expression of six actin isoforms is thought to confer differential biomechanical properties. However, the relative contribution of actin isoforms to cell surface properties is not well understood. Here, we sought to investigate whether and how the composition of endogenous actin isoforms directly affects the biomechanical features of cell surface and cellular behavior.


METHODS
We used fibroblasts isolated from wild type (WT), heterozygous (HET) and from knockout (KO) mouse embryos where both β-actin alleles are not functional. We applied a combination of genome-wide analysis and biophysical methods such as RNA-seq and atomic force microscopy.


RESULTS
We found that endogenous β-actin levels are essential in controlling cell surface stiffness and pull-off force, which was not compensated by the up-regulation of other actin isoforms. The variations of surface biophysical features and actin contents were associated with distinct cell behaviors in 2D and 3D WT, HET and KO cell cultures. Since β-actin in WT cells and smooth muscle α-actin up-regulated in KO cells showed different organization patterns, our data support the differential localization and organization as a mechanism to regulate the biophysical properties of cell surface by actin isoforms.


CONCLUSIONS
We propose that variations in actin isoforms composition impact on the biophysical features of cell surface and cause the changes in cell behavior.",29410074,2018,The relative composition of actin isoforms regulates cell surface biophysical features and cellular behaviors.
2848,"Anxiety is one of the most common mental states of humans. Although it drives us to avoid frightening situations and to achieve our goals, it may also impose significant suffering and burden if it becomes extreme. Because we experience anxiety in a variety of forms, previous studies investigated neural substrates of anxiety in a variety of ways. These studies revealed that individuals with high state, trait, or pathological anxiety showed altered neural substrates. However, no studies have directly investigated whether the different dimensions of anxiety share a common neural substrate, despite its theoretical and practical importance. Here, we investigated a brain network of anxiety shared by different dimensions of anxiety in a unified analytical framework using functional magnetic resonance imaging (fMRI). We analyzed different datasets in a single scale, which was defined by an anxiety-related brain network derived from whole brain. We first conducted the anxiety provocation task with healthy participants who tended to feel anxiety related to obsessive-compulsive disorder (OCD) in their daily life. We found a common state anxiety brain network across participants (1585 trials obtained from 10 participants). Then, using the resting-state fMRI in combination with the participants' behavioral trait anxiety scale scores (879 participants from the Human Connectome Project), we demonstrated that trait anxiety shared the same brain network as state anxiety. Furthermore, the brain network between common to state and trait anxiety could detect patients with OCD, which is characterized by pathological anxiety-driven behaviors (174 participants from multi-site datasets). Our findings provide direct evidence that different dimensions of anxiety have a substantial biological inter-relationship. Our results also provide a biologically defined dimension of anxiety, which may promote further investigation of various human characteristics, including psychiatric disorders, from the perspective of anxiety.",29410078,2018,"A common brain network among state, trait, and pathological anxiety from whole-brain functional connectivity."
2851,"Cognitive control of attention in conflict situations is a basic skill that is vital for goal-oriented behavior. Behavioral evidence shows that conflict control occurs over successive trials as well as longer time scales of trial blocks, but the relation among time scales as well as their neural mechanisms are unclear. This study used measures of behavior, EEG, and a simple quantitative model to test the hypothesis that conflict control at the block level is not exclusively driven by control adjustments over successive trials. Young adults performed an auditory Simon task, and the base rate of compatible vs. incompatible trials was manipulated in separate blocks (25, 50, 75% compatible). EEG data were analyzed using independent component analysis (ICA) to define cortical mechanisms of any base rate and trial-by-trial sequence effects. Reaction time measures had both sequence and base rate effects. Two fronto-medial ICA components indexed sequence and base rate effects, with specific profiles for evoked potentials and oscillations in the theta and alpha frequency bands. Predictive modeling showed that sequence effects accounted for a minority of the variance on behavioral and ICA measures (all < 36%). The results strongly suggest that the base rate manipulation affected behavior and many neural measures beyond the influence of sequence effects.",29410123,2018,Cognitive control and midline theta adjust across multiple timescales.
2855,"We report a high cooperative transition from the semi-flexible to the flexible regime of polymer elasticity during the interaction of the DNA molecule with the chemotherapeutic drug Mitoxantrone (MTX). By using single molecule force spectroscopy, we show that the force-extension curves of the DNA-MTX complexes deviate from the typical worm-like chain behavior as the MTX concentration in the sample increases, becoming straight lines for sufficiently high drug concentrations. The behavior of the radius of gyration of the complexes as a function of the bound MTX concentration was used to quantitatively investigate the cooperativity of the condensation process. The present methodology can be promptly applied to other ligands that condense the DNA molecule upon binding, opening new possibilities in the investigation of this type of process and, more generally, in the investigation of phase transitions in polymer physics.",29410182,2018,A cooperative transition from the semi-flexible to the flexible regime of polymer elasticity: Mitoxantrone-induced DNA condensation.
2862,"Dopamine underlies important aspects of cognition, and has been suggested to boost cognitive performance. However, how dopamine modulates the large-scale cortical dynamics during cognitive performance has remained elusive. Using functional MRI during a working memory task in healthy young human listeners, we investigated the effect of levodopa (l-dopa) on two aspects of cortical dynamics, blood oxygen-level-dependent (BOLD) signal variability and the functional connectome of large-scale cortical networks. We here show that enhanced dopaminergic signaling modulates the two potentially interrelated aspects of large-scale cortical dynamics during cognitive performance, and the degree of these modulations is able to explain inter-individual differences in l-dopa-induced behavioral benefits. Relative to placebo, l-dopa increased BOLD signal variability in task-relevant temporal, inferior frontal, parietal and cingulate regions. On the connectome level, however, l-dopa diminished functional integration across temporal and cingulo-opercular regions. This hypo-integration was expressed as a reduction in network efficiency and modularity in more than two thirds of the participants and to different degrees. Hypo-integration co-occurred with relative hyper-connectivity in paracentral lobule and precuneus, as well as posterior putamen. Both, l-dopa-induced BOLD signal variability modulation and functional connectome modulations proved predictive of an individual's l-dopa-induced benefits in behavioral performance, namely response speed and perceptual sensitivity. Lastly, l-dopa-induced modulations of BOLD signal variability were correlated with l-dopa-induced modulation of nodal connectivity and network efficiency. Our findings underline the role of dopamine in maintaining the dynamic range of, and communication between, cortical systems, and their explanatory power for inter-individual differences in benefits from dopamine during cognitive performance.",29410219,2018,Dopaminergic modulation of hemodynamic signal variability and the functional connectome during cognitive performance.
2893,"The regulation of human pluripotent stem cell (hPSC) behaviors has been mainly studied through exploration of biochemical factors. However, the current directed differentiation protocols for hPSCs that completely rely on biochemical factors remain suboptimal. It has recently become evident that coexisting biophysical signals in the stem cell microenvironment, including nanotopographic cues, can provide potent regulatory signals to mediate adult stem cell behaviors, including self-renewal and differentiation. Herein, we utilized a recently developed, large-scale nanofabrication technique based on reactive-ion etching (RIE) to generate random nanoscale structures on glass surfaces with high precision and reproducibility. We report here that hPSCs are sensitive to nanotopographic cues and such nanotopographic sensitivity can be leveraged for improving directed neuronal differentiation of hPSCs. We demonstrate early neuroepithelial conversion and motor neuron (MN) progenitor differentiation of hPSCs can be promoted using nanoengineered topographic substrates. We further explore how hPSCs sense the substrate nanotopography and relay this biophysical signal through a regulatory signaling network involving cell adhesion, the actomyosin cytoskeleton, and Hippo/YAP signaling to mediate the neuroepithelial induction of hPSCs. Our study provides an efficient method for large-scale production of MNs from hPSCs, useful for regenerative medicine and cell-based therapies.",29410983,2018,Nanotopography regulates motor neuron differentiation of human pluripotent stem cells.
2938,"The tail of the ventral tegmental area (tVTA) is a recently identified structure that exerts a major inhibitory drive onto midbrain dopamine (DA) neurons. Also referred to as the rostromedial tegmental nucleus (RMTg), the tVTA is a cluster of gamma-aminobutyric acid (GABA)ergic neurons that starts within the posterior end of the VTA, where it is restricted dorsolateral to the caudal part of the interpeduncular nucleus, and extends into the pons. First identified in the rat, the tVTA has been described in many species, including mice and monkeys, as a region exhibiting similar anatomical and behavioral properties; it receives strong excitatory inputs from the lateral habenula (LHb), conveys negative reward-related information, and inhibits midbrain DA neuron activity. As an important inhibitory afferent to midbrain DA neurons, the tVTA is also implicated in drug abuse and in the complex interplay between reward and aversion processes. The overarching goal of this review is to provide the current state of knowledge on the anatomy and connectivity of the tVTA and to discuss recent evidence implicating this structure in reward-related processes and in the effect of psychostimulants and drugs of abuse.",29421265,2018,The tail of the ventral tegmental area in behavioral processes and in the effect of psychostimulants and drugs of abuse.
2939,"BACKGROUND
Patients suffering from major depressive disorder (MDD) show deficits in working memory (WM) performance accompanied by bilateral fronto-parietal BOLD signal changes. It is unclear whether patients with a first depressive episode (FDE) exhibit the same signal changes as patients with recurrent depressive episodes (RDE).


METHODS
We investigated seventy-four MDD inpatients (48 RDE, 26 FDE) and 74 healthy control (HC) subjects performing an n-back WM task (0-back, 2-back, 3-back condition) in a 3T-fMRI.


RESULTS
FMRI analyses revealed deviating BOLD signal in MDD in the thalamus (0-back vs. 2-back), the angular gyrus (0-back vs. 3-back), and the superior frontal gyrus (2-back vs. 3-back). Further effects were observed between RDE vs. FDE. Thus, RDE displayed differing neural activation in the middle frontal gyrus (2-back vs. 3-back), the inferior frontal gyrus, and the precentral gyrus (0-back vs. 2-back). In addition, both HC and FDE indicated a linear activation trend depending on task complexity.


CONCLUSIONS
Although we failed to find behavioral differences between the groups, results suggest differing BOLD signal in fronto-parietal brain regions in MDD vs. HC, and in RDE vs. FDE. Moreover, both HC and FDE show similar trends in activation shapes. This indicates a link between levels of complexity-dependent activation in fronto-parietal brain regions and the stage of MDD. We therefore assume that load-dependent BOLD signal during WM is impaired in MDD, and that it is particularly affected in RDE. We also suspect neurobiological compensatory mechanisms of the reported brain regions in (working) memory functioning.",29421266,2018,Neural correlates of working memory in first episode and recurrent depression: An fMRI study.
2946,"Proton functional magnetic resonance spectroscopy (1H fMRS) is a noninvasive neuroimaging technique capable of detecting dynamic changes in glutamate related to task-related demands at a temporal resolution under 1 min. Several recent 1H fMRS studies demonstrated elevated steady-state levels of glutamate of 2% or greater during different 'task-active' conditions, relative to a 'non-task-active' control condition. However, the 'control' condition from these studies does vary with respect to the degree of constraining behavior, which may lead to different glutamate levels or variability between 'control' conditions. The purpose of this 1H fMRS study was to compare the steady-state levels and variability of glutamate in the left dorsolateral prefrontal cortex (dlPFC) of 16 healthy adults across four different putative 'non-task-active' conditions: relaxed with eyes closed, passive visual fixation crosshair, visual flashing checkerboard, and finger tapping. Results showed significantly lower glutamate levels during the passive visual fixation crosshair than the visual flashing checkerboard and the finger tapping conditions. Moreover, glutamate was significantly less variable during the passive visual fixation crosshair and the visual flashing checkerboard than the relaxed eyes closed condition. Of the four conditions, the passive visual fixation crosshair condition demonstrated the lowest and least variable glutamate levels potentially reflecting the least dlPFC engagement, but greatest behavioral constraint. These results emphasize the importance of selecting a proper 'control' condition to reflect accurately a 'non-task-active' steady-state level of glutamate with minimal variability during 1H MRS investigations.",29421322,2018,Differences in steady-state glutamate levels and variability between 'non-task-active' conditions: Evidence from 1H fMRS of the prefrontal cortex.
2949,"Unhealthy behaviors may modify relationships between chronic stress and depression among diverse older adults. We analyzed nationally representative cross-sectional data from participants aged 40-79 years of the 2005-2012 National Health and Nutrition Examination Survey. Unhealthy behaviors included current smoking, excessive/binge drinking, insufficient physical activity, and fair/poor diet. Allostatic load was defined by 10 biomarkers indicating the cumulative physiologic burden of stress. Depressive disorder was assessed using the Patient Health Questionnaire. Multivariable logistic regression examined whether current smoking, excessive/binge drinking, insufficient physical activitiy, and fair/poor diet modified relationships between allostatic load and depressive disorder. Mean age of 12,272 participants was 55.6 years (standard error = 0.19), 51.9% were women, and most had at least a high school education (81.8%). Latinos (11.3%) and African Americans (10.4%) were more likely than Whites (7.1%; p < 0.001) to meet depressive disorder criteria. Allostatic load was not associated independently with depressive disorder in any racial/ethnic group and this lack of a relationship did not differ by the extent of unhealthy behaviors. Although Latinos and African Americans report higher levels of depression than Whites, physiological markers of stress do not appear to explain these differences.",29421445,2018,"Relationships between allostatic load, unhealthy behaviors, and depressive disorder in U.S. adults, 2005-2012 NHANES."
2952,"During extended observation of estrogen receptor (ER) α-immunoreactive neurons in the hypothalamus, we previously identified a novel nucleus, the Sagittalis Nucleus of the Hypothalamus (SGN), in the interstitial area between the arcuate nucleus and the ventromedial hypothalamic nucleus. The SGN exhibits sexual dimorphism in its volume and cell count, and estrous cycle related variations in ERα-immunoreactivity. These characteristics of the SGN implicate the nucleus in sex-biased brain functions and behaviors. In this study, we examined involvement of the SGN in sexual arousal in female rats. Immunohistochemical staining of c-Fos, a marker of neuronal activity was performed after administration of an estrus-inducing dose of estrogen and progesterone in ovariectomized female rats. Analysis of microscopic images showed a significant increase in the number of c-Fos-expressing neurons in the SGN following hormonal manipulation. Moreover, neuronal activity in the region exhibited a further increase after each animal was coupled with a male and allowed to mate. These results suggest that the SGN plays an important role in sexual activity in female rat.",29421537,2018,Neuronal activity in the sagittalis nucleus of the hypothalamus after ovarian steroid hormone manipulation and sexual behavior in female rat.
2954,"BACKGROUND
Crack-cocaine is an important public health problem in Brazil and worldwide. It is a potent form of cocaine which results in rapid and damaging stimulating effects on the central nervous system through inhibition of the dopamine transporter. Some studies have suggested that both food and drugs - including crack, can act on the same brain reward mechanisms, altering the dopamine pathways that modulate behavioral responses. Our hypothesis was that leptin, a well-known peptide that modulates energy metabolism and appetite, can be used as a biomarker for drug use.


METHODS
Anthropometric data, drug use profiles, and leptin serum levels were evaluated in a cross-sectional study of 40 crack-cocaine users.


RESULTS
Leptin showed an inverse correlation with the severity of crack use, and this correlation remained when corrected by body mass index (BMI) and body composition by bioimpedance (BIA). The majority of subjects were eutrophic or overweight/obese considering BMI and BIA, and these variables were not significantly associated with the severity of crack use, but positively correlated with leptin levels.


CONCLUSIONS
Our preliminary findings suggest that leptin could be involved in drug use severity, perhaps through pathways similar to those whereby it modulates food intake. Considering the anthropometric parameters, these findings provide additional evidence that low weight is not predominant in crack users.",29421542,2018,Leptin levels and its correlation with crack-cocaine use severity: A preliminary study.
2955,"Intracortical microelectrode arrays, especially the Utah array, remain the most common choice for obtaining high dimensional recordings of spiking neural activity for brain computer interface and basic neuroscience research. Despite the widespread use and established design, mechanical, material and biological challenges persist that contribute to a steady decline in recording performance (as evidenced by both diminished signal amplitude and recorded cell population over time) or outright array failure. Device implantation injury causes acute cell death and activation of inflammatory microglia and astrocytes that leads to a chronic neurodegeneration and inflammatory glial aggregation around the electrode shanks and often times fibrous tissue growth above the pia along the bed of the array within the meninges. This multifaceted deleterious cascade can result in substantial variability in performance even under the same experimental conditions. We track both impedance signatures and electrophysiological performance of 4 × 4 floating microelectrode Utah arrays implanted in the primary monocular visual cortex (V1m) of Long-Evans rats over a 12-week period. We employ a repeatable visual stimulation method to compare signal-to-noise ratio as well as single- and multi-unit yield from weekly recordings. To explain signal variability with biological response, we compare arrays categorized as either Type 1, partial fibrous encapsulation, or Type 2, complete fibrous encapsulation and demonstrate performance and impedance signatures unique to encapsulation type. We additionally assess benefits of a biomolecule coating intended to minimize distance to recordable units and observe a temporary improvement on multi-unit recording yield and single-unit amplitude.",29421549,2018,Unique electrophysiological and impedance signatures between encapsulation types: An analysis of biological Utah array failure and benefit of a biomimetic coating in a rat model.
3023,"The discovery of deep-sea hydrothermal vents in 1977 challenged our views of ecosystem functioning and yet, the research conducted at these extreme and logistically challenging environments still continues to reveal unique biological processes. Here, we report for the first time, a unique behavior where the deep-sea skate, Bathyraja spinosissima, appears to be actively using the elevated temperature of a hydrothermal vent environment to naturally ""incubate"" developing egg-cases. We hypothesize that this behavior is directly targeted to accelerate embryo development time given that deep-sea skates have some of the longest egg incubation times reported for the animal kingdom. Similar egg incubating behavior, where eggs are incubated in volcanically heated nesting grounds, have been recorded in Cretaceous sauropod dinosaurs and the rare avian megapode. To our knowledge, this is the first time incubating behavior using a volcanic source is recorded for the marine environment.",29422624,2018,Deep-sea hydrothermal vents as natural egg-case incubators at the Galapagos Rift.
3047,"The large amount of nanoscale pores in shale results in the inability to apply Darcy's law. Moreover, the gas adsorption of shale increases the complexity of pore size characterization and thus decreases the accuracy of flow regime estimation. In this study, an apparent permeability model, which describes the adsorptive gas flow behavior in shale by considering the effects of gas adsorption, stress dependence, and non-Darcy flow, is proposed. The pore size distribution, methane adsorption capacity, pore compressibility, and matrix permeability of the Barnett and Eagle Ford shales are measured in the laboratory to determine the critical parameters of gas transport phenomena. The slip coefficients, tortuosity, and surface diffusivity are predicted via the regression analysis of the permeability data. The results indicate that the apparent permeability model, which considers second-order gas slippage, Knudsen diffusion, and surface diffusion, could describe the gas flow behavior in the transition flow regime for nanoporous shale. Second-order gas slippage and surface diffusion play key roles in the gas flow in nanopores for Knudsen numbers ranging from 0.18 to 0.5. Therefore, the gas adsorption and non-Darcy flow effects, which involve gas slippage, Knudsen diffusion, and surface diffusion, are indispensable parameters of the permeability model for shale.",29422663,2018,Multiparameter Analysis of Gas Transport Phenomena in Shale Gas Reservoirs: Apparent Permeability Characterization.
3058,"Individuals with ASD often display externalizing behaviors, which have been associated with lower quality of life in adulthood. Social difficulties have been hypothesized to underlie externalizing problems among individuals with ASD (Klin and Volkmar in Asperger Syndrome, 340-366, 2000), but this has never been tested empirically. We examined whether socialization abilities predicted externalizing problems assessed by parent report in a group of 29 individuals with ASD (age range 7-16 years) and 29 TD individuals matched for IQ, age, and gender. Socialization scores accounted for 50% of the variance in externalizing behaviors among individuals with ASD, but not in TD children. These findings have implications for intervention, and suggest that targeting social difficulties might provide a better means to addressing externalizing problems.",29423607,2018,Brief Report: Social Functioning Predicts Externalizing Problem Behaviors in Autism Spectrum Disorder.
3064,"The extent to which N-Methyl-d-aspartate (NMDA) receptors facilitate the motivation to voluntarily wheel-run in rodents has yet to be determined. In so, we utilized female Wistar rats selectively bred to voluntarily run high (HVR) and low (LVR) nightly distances in order to examine if endogenous differences in nucleus accumbens (NAc) NMDA receptor expression and function underlies the propensity for high or low motivation to voluntarily wheel-run. 12-14 week old HVR and LVR females were used to examine: 1.) NAc mRNA and protein expression of NMDA subunits NR1, NR2A and NR2B; 2.) NMDA current responses in isolated medium spiny neurons (MSNs) and 3.) NMDA-evoked dopamine release in an ex vivo preparation of NAc punches. Expectedly, there was a large divergence in nightly running distance and time between HVR and LVR rats. We saw a significantly higher mRNA and protein expression of NR1 in HVR compared to LVR rats, while seeing no difference in the expression of NR2A or NR2B. There was a greater current response to a 500 ms application of 300 μM of NMDA in medium-spiny neurons isolated from the NAc HVR compared to LVR animals. On average, NMDA-evoked punches (50 μM of NMDA for 10 min) taken from HVR rats retained ∼54% of the dopamine content compared to their bilateral non-evoked sides, while evoked punches from LVR animals showed no statistical decrease in dopamine content compared to their non-evoked sides. Collectively, these data suggest a potential link between NAc NR1 subunit expression as well as NMDA function and the predisposition for nightly voluntary running behavior in rats. In light of the epidemic rise in physical inactivity, these findings have the potential to explain a neuro-molecular mechanism that regulates the motivation to be physically active.",29425730,2018,High and low nightly running behavior associates with nucleus accumbens N-Methyl-d-aspartate receptor (NMDAR) NR1 subunit expression and NMDAR functional differences.
3069,"ETHNOPHARMACOLOGICAL RELEVANCE
Da Chuanxiong Formula (DCXF) is one of the famous herb pairs that contains dried rhizomes of Ligusticum chuanxiong Hort. and Gastrodia elata Bl. in the mass ratio of 4:1. This classic representative traditional Chinese medicine has been widely used to treat brain diseases like headache and migraine caused by blood stasis and wind pathogen. However, the therapeutic effect of DCXF on traumatic brain injury (TBI) has not been reported yet.


AIM OF STUDY
The present study was performed to investigate the neuroprotective effects of DCXF and its underlying mechanisms in the controlled cortical impact (CCI)-induced TBI rat model.


MATERIALS AND METHODS
Male Sprague-Dawley rats were divided into four groups: Sham, TBI control, 1X DCXF (520.6 mg/kg) and 5X DCXF (2603.0 mg/kg). Two treatment groups (1X and 5X DCXF) were intragastrically administered daily for 7 days before CCI-induced TBI and then DCXF treatments were continued post-TBI until the animal behavioral tests, including Morris water maze test, acceleration rotarod motor test and CatWalk quantitative gait analysis test, were done. The brain water content and blood brain barrier (BBB) integrity were measured by wet-dry weight method and Evans blue method, respectively. The number of neuron cells, neural stem cells (NSCs), GFAP positive cells (astrocyte) as well as Iba-1 positive cells (microglia) were determined by histology and immunohistochemistry.


RESULTS
Treatment with DCXF significantly improved the learning ability and memory retention in Morris water maze test, and remarkably enhanced motor performances in acceleration rotarod motor test and catwalk quantitative gait analysis test after TBI. Moreover, DCXF treatment was able to reduce BBB permeability, brain edema, microglia and astrocyte activation, improve the proliferation of NSCs and decrease neurons loss in the brain with TBI.


CONCLUSIONS
The present study demonstrated that DCXF treatment could decrease BBB leakage and brain edema, reduce neuron loss, microglia and astrocyte activation, and increase NSCs proliferation, which may contribute to the cognitive and motor protection of DCXF in the TBI rats. It is the first time to provide potentially underlying mechanisms of the neuroprotective effect of DCXF on TBI-induced brain damage and functional outcomes.",29425850,2018,Neuroprotective effect of Da Chuanxiong Formula against cognitive and motor deficits in a rat controlled cortical impact model of traumatic brain injury.
3073,"Sol-gel transition behavior of agarose aqueous solution was investigated by using rheology and fluorescence measurement. On heating, the storage modulus G' decreased gradually, then deviated abruptly at the temperature of about 65°C, and finally decreased slowly again. For fluorescence measurement, the phase transition point kept almost at the temperature of 65°C, which was consistent with that in rheology measurement. Upon compression, it was indicated that the fluorescence lifetime for the probe in the agarose aqueous solution showed a dramatic change in the vicinity of the phase transition point. T vs. P phase diagram of agarose aqueous solution was constructed, which showed that the melting point was an increasing function of pressure. Based on the phase diagram, the agarose gels were prepared by cooling under atmospheric pressure and the pressure of 300MPa, respectively. From the result of the recovered samples studied by optical rheometry, it was found that agarose gel prepared under high pressure had a higher elasticity and lower viscosity index, compared with that under atmospheric pressure. It could be speculated that such kinds of properties might be attributed to the smaller pore size during gelation under high pressure.",29425863,2018,In situ observation of sol-gel transition of agarose aqueous solution by fluorescence measurement.
3084,"Disrupted sociability and consequent social withdrawal are (early) symptoms of a wide variety of neuropsychiatric diseases, such as schizophrenia, autism spectrum disorders, depressive disorders and Alzheimer's disease. The paucity of objective measures to translationally assess social withdrawal characteristics has been an important limitation to study this behavioral phenotype, both in human and rodents. The aim of the present study was to investigate sociability and social withdrawal in rodents using an ethologically valid behavioral paradigm, the Visible Burrow System (VBS). The VBS mimics a natural environment, with male and female rodents housed together in an enclosure where a large open arena is connected to a continuously dark burrow system that includes 4 nest boxes. In this study, mixed-sex colonies of C57BL/6J and of BTBR mice have been investigated (n = 8 mice per colony). Results showed marked differences between the two strains, in terms of sociability as well as social withdrawal behaviors. In particular, BTBR mice performed less social behaviors and have a preference for non-social behaviors compared to C57BL/6J mice. Neurobiologically, the decreased sociability of BTBR was accompanied by reduced GABA and increased glutamate concentrations in brain prefrontal cortex (PFC) and amygdala regions. In conclusion, our study validated the use of the VBS as an ethologically relevant behavioral paradigm in group-housed mice to investigate individual sociability and social withdrawal features and their underlying neurobiology. This paradigm may provide new insights to develop new therapeutic treatments for behavioral dysfunctions that may be relevant across neuropsychiatric diseases.",29425919,2018,The Visible Burrow System: A behavioral paradigm to assess sociability and social withdrawal in BTBR and C57BL/6J mice strains.
3104,"BACKGROUND
Porphyromonas gingivalis lipopolysaccharide (P. gingivalis-LPS) is one of the major pathogenic factors of chronic periodontitis (CP). Few reports on the correlation between P. gingivalis-LPS and cognitive function exist. Thus, the present study aimed to investigate the effects of P. gingivalis-LPS on cognitive function and the associated underlying mechanism in C57BL/6 mice.


METHODS
The C57BL/6 mice were injected with P. gingivalis-LPS (5 mg kg-1) either with or without Toll-like receptor 4 (TLR4) inhibitor (TAK-242, 5 mg kg-1). After 7 days, behavioral alterations were assessed with the open field test (OFT), Morris water maze (MWM) test, and passive avoidance test (PAT). The activation of astrocytes and microglia in the cerebral cortex and hippocampus of mice was observed by immunohistochemistry. The expression of inflammatory cytokines (TNF-α, IL-1β, IL-6, and IL-8), TLRs (TLR2, TLR3, and TLR4), and CD14 and the activation of the NF-κB signaling pathway (IRAK1, p65, and p-p65) in the cerebral cortex of the mice were evaluated by RT-PCR, ELISA, and western blot.


RESULTS
The OFT showed that P. gingivalis-LPS did not affect the initiative and activity of mice. Administration of P. gingivalis-LPS significantly impaired spatial learning and memory during the MWM test and attenuated the ability of passive avoidance learning during the PAT. Both astrocytes and microglia were activated in the cortex and hippocampus. The messenger RNA (mRNA) and protein expression of inflammatory cytokines (TNF-α, IL-1β, IL-6, and IL-8) was upregulated by P. gingivalis-LPS in the cortex. In addition, the TLR4/NF-κB signaling pathway was activated (TLR4, CD14, IRAK1, and p-p65). These effects were effectively alleviated by TAK-242.


CONCLUSIONS
Administration of P. gingivalis-LPS can lead to learning and memory impairment in C57BL/6 mice. This impairment is mediated by activation of the TLR4 signaling pathway. Our study suggests that P. gingivalis-LPS-induced neuroinflammation plays an important role in cognitive impairment. It also reveals that endotoxins of periodontal pathogens could represent a risk factor for cognitive disorders.",29426327,2018,"Porphyromonas gingivalis lipopolysaccharide induces cognitive dysfunction, mediated by neuronal inflammation via activation of the TLR4 signaling pathway in C57BL/6 mice."
